compound_id,historical_alias,profiles_evaluated,top3_profile_count,top5_profile_count,best_rank,worst_rank,mean_profile_rank,interpretation
ATP-HTVS-0009DAEDE04F,79971,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2C366CB23264,58529,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2C5504015D66,57538,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2C72C850E8DC,37538,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2C852BECD08A,27585,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2C8A8FE641B8,72034,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2CB691E3F247,42273,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2CD40FD4C79D,61539,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2CDCEBF2F10D,77889,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2D0B83E336C6,42274,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2D571D26B6AC,90529,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2D5D363D0DBE,30818,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2DA674675DE4,42977,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2DB2F1DB5A18,61571,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2DB2F8E5543E,82081,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2DBBB7EE3EAF,40130,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2E0BAC8D644B,87746,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2E3C44D093AA,17857,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2E3E6C1A8749,91843,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2E4BDA1C28D9,99937,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2E7AE7689BA0,25602,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2ECA33AB7628,73634,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2EE3FF4CB435,49219,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2F35A8572662,23459,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2F483D9FE7EF,3937,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2F9574F7896C,85185,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2F9E11536268,92386,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2FD0321978A1,47427,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2FDBF4F6464D,85218,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-2FF622879777,92707,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-30270CEE1891,59297,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-305D97AD9924,74114,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-30920D5A25EC,68290,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-30B3F39EA660,48035,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-30BD0ED907F3,32770,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-30D2448AA284,71137,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3100283A95A9,60066,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-313D067647DC,54849,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-31B048FE5E9A,99298,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-322651E221E8,67842,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-323526AAC152,84355,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3254A7EDB406,72033,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-327AC6849941,85090,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-32D1D0195572,89443,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-33706D459A7A,91618,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-337D10985B1B,47106,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-33BC72D3D2BF,81217,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-34AD6DA38229,96929,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-34E58924FFDD,63425,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-351CA3F2F79F,84738,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-35279CDCCBE9,29026,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-354B8B3BDEB4,62498,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3565F86F920E,47203,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-357411F5F88B,74113,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-35C3F0A919D0,82019,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-35F96912410D,85538,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-362E300BB66B,5762,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3634D47351B0,22754,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3654BFD7575B,81409,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-366F4BAC4B87,78434,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3676162553B8,62241,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-368B62E0C748,29569,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-369F0F09D6A7,81955,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-36CDFE25DCA8,48866,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-37164D6EE04D,58531,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-375881F1CECF,69635,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-37921E17B72D,72225,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-37A579E82C38,28641,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-37D34080A09D,36291,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-37EC6A305554,73986,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-37F8BE6B2288,68929,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-381C421540AF,67234,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-38928739B049,49763,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-389B4B823B19,92545,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-38AA30AE7592,4258,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-38B17C32C2B1,90305,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-38BDED367A54,94307,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-391C9D64EC7D,20547,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-394457ED9ABE,67073,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3966CEFE893D,72705,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-397149B089BD,39490,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3991B5D40CBE,95969,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-39B6454C3B57,69027,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-39C66FA1D927,91619,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3A2C3DD6A630,99105,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3A4856D72337,84225,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3A71FF84034D,20131,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3A7288617524,95746,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3A96A568DDAE,89089,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3AF3BD852D4F,90753,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B1236037689,83073,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B2E01AF7BF8,38881,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B360A484FEF,85474,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B3954EE8C13,84897,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B500C8F5D3A,77442,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B52AE15A314,74081,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B591F4F1DA1,4259,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B615F85BA41,73953,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B760C3B8D5C,71811,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3B9AE635146A,63874,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3BC1681A99C2,35363,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3BCB6D34D9FC,82627,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3BEA167C6DE4,61442,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3BFEB00B17A1,96386,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3C30D082388E,37539,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3C5237794D05,44097,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3D55EC2CCC26,92001,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3D580430A1F8,89410,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3D9456613EE7,71427,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3DA95123E47A,56993,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3DABA9A3BF24,35619,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3DB1B8B928B3,68034,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3DDAC51E87DA,72514,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3E3A2065ACC9,14370,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3E4E6B1035DE,50531,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3E51FD2FD256,56033,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3E71027F124F,67650,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3E71DFC624D6,82465,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3EAEA7611BE9,52738,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3ED7BF8E1128,59586,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3F61FE181838,65473,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3F7C0C4A7C85,44483,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3FE2C8D8A747,85473,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3FE3F52D89A6,78210,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-3FEB13A0176D,79265,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4019997F6E4F,28866,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-403847D949CB,95233,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4042CFA848C2,91587,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-404DE520584C,71713,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-40806E2DA49D,71074,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-40CB5FD4F4D8,94114,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-40E764CABCB1,58370,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-410A75CF1522,26210,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-41202D3CA1C8,23139,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4128F66E5F96,34562,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-418CD17BC8B0,70595,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-41A031E7C6D2,27299,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-41C13ED6AFFD,83554,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-41DBD56D77D4,56386,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-41DE369552E3,91201,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-41DF5C276515,95649,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-41EB9DEAB7C9,91683,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-420A833C3906,29570,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-425F81D77C05,85634,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-429B4D57A2D0,56417,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-42E232F3C181,95425,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4313C7EF8265,78307,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-43145D4CE45B,93187,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4322FF013EE1,94306,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-433854F3CEDF,69123,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4340E5ABA707,45635,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4382948120BD,74115,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-43D1BB82511C,88481,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-43DC0EBD36ED,75233,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-43DEA6C9D172,31907,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-43E54E69D2FC,49761,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-440AFC8B752D,31650,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4415AB646F99,82497,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4418320CDB75,92835,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-442C36D59863,49602,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-443BC3733DB7,97250,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-445D8195943B,74209,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-44A2C719C105,82307,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-44A5767B4738,74882,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-44ACC7CEC3D6,83425,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-44DE29768EEE,17571,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4503BC70E7F0,38561,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-450A55DE989E,48930,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-458F3EB1794A,20674,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-45908092458F,47809,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-459B7E30FD80,76673,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-45A004EDB829,35234,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-45C9FDCE5200,67554,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-45EC04A30F13,45571,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-461088EC3581,13442,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4630C8488F7C,77025,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-464A50F6807A,88514,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-464DF81034BD,92994,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4697491C32F9,77698,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4697A006B393,56194,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-469EEFA86A0D,60513,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-46A91AAE2D1D,82529,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-46F5C2C02CE5,81411,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-471B66EC874A,78945,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-471CA8009E10,94562,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-472161FD1CB3,82882,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-47220BE834AE,78051,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-47675EC0C4D5,67843,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-47A17AC8C7BD,41059,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-47BAC8FD9A9F,73409,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4862FE6420AB,72898,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-48C487957C1E,66849,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-48ECC7021683,96033,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-491BAB709F49,88482,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4920657FA6C2,47234,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-494FFDA3E05A,79810,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4991CDEEDD30,76385,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-49CF595ADD5C,20834,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-49D68E9248AF,44739,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4A1EB194D3B6,11747,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4A28AAEEA14A,71714,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4A3DC7D9F888,95777,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4A7957865725,86657,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4AC739BE8539,83970,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4AC96F3AF657,25826,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4AF467728185,61602,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4AF9C9C46A6A,50882,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4B144E96CFBE,75490,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4B5D35D2395E,61409,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4B689B6ED6C6,95234,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4B898DE9EBD2,87971,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4BBA1A792A2F,70529,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4BCACD3FB587,71139,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4BE062240422,80833,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4BFDBDCB8AC3,81857,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4C04B46E023C,67139,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4C091C5F609D,74754,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4C511AF0E5BD,37027,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4C6C1EFD2AA2,72065,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4CC80B7019B2,75234,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4CFD3E435A48,60227,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4D1ED9B826E8,4419,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4D974321991D,51619,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4DC88D9567D5,69986,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4DE86EAA2D32,76034,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4E16F03E37A9,70275,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4E652792F62F,84931,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4E825B07A9DF,20418,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4E9E59A3DA5E,69218,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4EA46F6E6AE0,20450,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4EF6126AB2D8,89666,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4F22ABB48DC5,71586,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4F450E2E91A2,68579,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4F5A90394674,95681,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4F9099514318,87875,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4F9E5F08F37F,89571,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4FCAA645F202,97537,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-4FDD59ABF895,4961,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-505E03B882A0,11617,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-507C96D672B3,5570,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-508A27B63548,61411,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-50911053B2F5,79745,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-50DD7346FE25,89505,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-510C24ACBA66,94817,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-512766A3F074,87874,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-512BF8EF5FA0,50785,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-512DB2E888C1,97313,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-514A7FD93F10,90115,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-515F0CC44DE0,70113,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-51861E5F66D2,67938,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-518A2BC6902B,53057,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5192BC4864D4,70497,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-51A8EA31A006,90307,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-51D7DCB6F8E8,85793,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-51FD2328387A,515,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-523F9B5BEE3B,72899,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52495E42CB55,54529,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-524A2C000135,32450,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52625044C5D9,31809,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52816E9DAB39,70209,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52B20567BA88,12577,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52BA94C773EB,97153,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52CC222D68E9,81987,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52D7AA6D1B75,23138,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-52F407909F9A,88994,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-53075BACB2C6,93475,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-531A4B252985,78049,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-531EE93584A6,1955,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-532EC38BED39,25314,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5359DC82CCCB,23171,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-53CB9D69C030,33121,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
