canonical_smiles,scaffold,context,label_log10,measurement_count,sample_weight,data_origin,references,fold_id,baseline_oof,augmented_oof
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)CC1,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,0.2041199826559248,1,1.0,External_Dataset_v2,ChEMBL | Structure-activity relationships of the quinolone antibacterials against mycobacteria: effect of structural changes at N-1 and C-7. | DOI:10.1021/jm9507082,2,0.4064362816036091,0.41186380913438636
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)C)CC1,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Escherichia coli,0.2041199826559248,1,1.0,External_Dataset_v2,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,2,-0.48257439191232987,-0.4450504344837215
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Acinetobacter baumannii,-0.6289321377282637,1,1.0,External_Dataset_v2,ChEMBL | Preparation and antibacterial evaluation of decarboxylated fluoroquinolones. | DOI:10.1016/j.bmcl.2011.07.060,1,-0.07655178028381016,-0.07558459732054877
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,-1.3010299956639813,1,1.0,External_Dataset_v2,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,1,-0.49210873576087266,-0.5602809207938905
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,-0.09691001300805639,1,1.0,External_Dataset_v2,ChEMBL | Structure-activity relationships of the quinolone antibacterials against mycobacteria: effect of structural changes at N-1 and C-7. | DOI:10.1021/jm9507082,1,0.34029979341401695,0.30030683325021695
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CCC2)CC1,O=c1ccn(C2CCC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,-0.09691001300805639,1,1.0,External_Dataset_v2,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,0,-0.2787780662726745,-0.34665843532202345
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3CC)CC1,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Escherichia coli,-1.0,1,1.0,External_Dataset_v2,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,2,-0.44173966168636564,-0.4230438277836462
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3CC)CC1,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,0.2041199826559248,1,1.0,External_Dataset_v2,ChEMBL | Structure-activity relationships of the quinolone antibacterials against mycobacteria: effect of structural changes at N-1 and C-7. | DOI:10.1021/jm9507082,2,0.47268813156614786,0.4671513724167406
CCN1CCc2c([n+]([O-])c3ccccc3[n+]2[O-])C1=O,O=C1NCCc2[nH+]c3ccccc3[nH+]c21,Escherichia coli,0.4941545940184428,1,1.0,External_Dataset_v2,ChEMBL | Pyridoquinoxaline N-oxides. 2. Synthesis and antibacterial activity of tricyclic lactams. | DOI:10.1021/jm00349a021,0,0.9786484765739809,0.8321756275305447
CCN1Cc2csc3c(C(=O)O)c(=O)c4cc(F)c(N5CCN(C)CC5)c1c4n23,O=c1cc2scc3n2c2c(c(N4CCNCC4)ccc12)NC3,Klebsiella pneumoniae,-0.6989700043360187,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and antibacterial activity of a new series of tetracyclic pyridone carboxylic acids. | DOI:10.1021/jm00070a005,0,-0.4340837003967688,-0.1960525563005862
CCN1Cc2csc3c(C(=O)O)c(=O)c4cc(F)c(N5CCN(C)CC5)c1c4n23,O=c1cc2scc3n2c2c(c(N4CCNCC4)ccc12)NC3,Pseudomonas aeruginosa,0.49554433754644844,2,1.0,External_Dataset_v2,ChEMBL | Synthesis and antibacterial activity of a new series of tetracyclic pyridone carboxylic acids. | DOI:10.1021/jm00070a005,0,0.4321276388943769,0.6316013294834063
CCNC(C)C1CCN(c2cc3c(c(N)c2F)c(=O)c(C(=O)O)cn3C2CC2)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,-1.0,1,1.0,External_Dataset_v2,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,0,-0.3681190395679851,-0.33806217955652856
CCNC1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2OC5)C1,O=c1cc2scc3n2c2c(c(N4CCCC4)ccc12)OC3,Klebsiella pneumoniae,-0.4089353929735008,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,3,-0.3414058822497432,-0.4364382234795629
CCNC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3CC)C1,O=c1cc[nH]c2nc(N3CCCC3)ccc12,Pseudomonas aeruginosa,0.49554433754644844,1,1.0,External_Dataset_v2,"ChEMBL | Pyridonecarboxylic acids as antibacterial agents. 4. Synthesis and antibacterial activity of 7-(3-amino-1-pyrrolidinyl)-1-ethyl-6-fluoro-1,4 -dihydro-4-oxo-1,8-naphthyridine-3-carboxylic acid and its analogues. | DOI:10.1021/jm00378a004",1,0.4079092112755331,0.3701395044058714
CCNCC(=O)Nc1cc(F)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,Acinetobacter baumannii,0.3010299956639812,1,1.0,External_Dataset_v2,"ChEMBL | Fluorocyclines. 1. 7-fluoro-9-pyrrolidinoacetamido-6-demethyl-6-deoxytetracycline: a potent, broad spectrum antibacterial agent. | DOI:10.1021/jm201465w",4,0.216135202379316,0.16912837788152887
CCNCC1(c2ccccc2)CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCC(c4ccccc4)C3)ccc12,Klebsiella pneumoniae,-0.09691001300805639,1,1.0,External_Dataset_v2,"ChEMBL | New quinolone antibacterial agents. Synthesis and biological activity of 7-(3,3- or 3,4-disubstituted-1-pyrrolidinyl)quinoline-3-carboxylic acids. | DOI:10.1021/jm00164a060",0,-0.1650720179469984,-0.036875328642878166
CCNCC1CCC(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1,O=c1cc[nH]c2cc(C3CCCC3)ccc12,Klebsiella pneumoniae,-0.6989700043360187,1,1.0,External_Dataset_v2,"ChEMBL | Enantiomers of 1-ethyl-7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8-difluoro-1,4- dihydro-4-oxo-3-quinoline-carboxylic acid: preparation and biological activity. | DOI:10.1021/jm00393a004",4,-0.3345222987981727,-0.3914383449109137
CCNCC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OCC)C1,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,0.4913616938342727,1,1.0,External_Dataset_v2,"ChEMBL | The synthesis, structure-activity, and structure-side effect relationships of a series of 8-alkoxy- and 5-amino-8-alkoxyquinolone antibacterial agents. | DOI:10.1021/jm00022a013",2,-0.21830947145384275,-0.17858446355082694
CCNCC1CCN(c2c(F)c(C)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-1.0,1,1.0,External_Dataset_v2,"ChEMBL | Synthesis and biological activity of 5-alkyl-1,7,8-trisubstituted-6-fluoroquinoline-3-carboxylic acids. | DOI:10.1021/jm00107a040",0,-0.3085237426827531,-0.3613553048280126
CCNCC1CCN(c2c(F)c(C)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,-0.09691001300805639,1,1.0,External_Dataset_v2,"ChEMBL | Synthesis and biological activity of 5-alkyl-1,7,8-trisubstituted-6-fluoroquinoline-3-carboxylic acids. | DOI:10.1021/jm00107a040",0,0.5094078026148313,0.4141762992261438
CCNCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,-1.3010299956639813,3,1.0,External_Dataset_v2,"ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003|ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z",0,-0.47429713088369074,-0.5449761592139901
CCNCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-1.3010299956639813,1,1.0,External_Dataset_v2,"ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003",0,-0.4784150541645293,-0.5628890643989097
CCNCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,-0.3979400086720376,1,1.0,External_Dataset_v2,"ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003",0,0.439718887657251,0.33247652932791766
CCNCC1CCN(c2c(F)c(NC(C)=O)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,1.0969100130080565,1,1.0,External_Dataset_v2,"ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003",0,-0.2104213582975882,0.18162911872866777
CCNCC1CCN(c2c(F)c(NC)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,-1.0,2,1.0,External_Dataset_v2,"ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003",0,-0.34590601057611353,-0.287265646994844
CCNCC1CCN(c2c(F)c(NC)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-0.3979400086720376,1,1.0,External_Dataset_v2,"ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003",0,-0.3299041280643542,-0.25661758618862857
CCNCC1CCN(c2c(F)c(NC)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,0.4913616938342727,1,1.0,External_Dataset_v2,"ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003",0,0.49508174410284195,0.495138741802528
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Escherichia coli,-0.5484550065040282,2,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",1,-0.32256481715493107,-0.3841498460601831
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,0.2041199826559248,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",1,-0.26481353117348705,-0.2523041634809834
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,0.2041199826559248,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",1,0.3113415020314898,0.3763202583767115
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Escherichia coli,0.0536049848239342,2,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",1,-0.24846267136660072,-0.30040245670363286
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,0.2041199826559248,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",1,-0.17924163413752608,-0.16855677412443307
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,0.7993405494535817,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",1,0.38724326960420447,0.46006764773326175
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nccs4)c3c2F)C1,O=c1ccn(-c2nccs2)c2cc(N3CCCC3)ccc12,Escherichia coli,0.3477408382450987,2,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",2,-0.5632219264265189,-0.6448587983031474
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nccs4)c3c2F)C1,O=c1ccn(-c2nccs2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,0.4913616938342727,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",2,-0.49837483677002026,-0.509960911701438
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nccs4)c3c2F)C1,O=c1ccn(-c2nccs2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,1.3979400086720377,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",2,0.31831694597535704,0.3135183381415919
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)C)c3c2F)C1,O=c1cc[nH]c2cc(N3CCCC3)ccc12,Escherichia coli,-0.39794000867203755,2,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",3,-0.6265775715195366,-0.6453654015790664
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)C)c3c2F)C1,O=c1cc[nH]c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-0.09691001300805639,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",3,-0.5131783114630106,-0.555931800030423
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)C)c3c2F)C1,O=c1cc[nH]c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,1.0969100130080565,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",3,0.2338521599010006,0.22035785686472353
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,O=c1cc[nH]c2cc(N3CCCC3)ccc12,Escherichia coli,-0.6989700043360187,2,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",3,-0.7158814671989081,-0.6823962731983536
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,O=c1cc[nH]c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-0.3979400086720376,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",3,-0.6090702968305584,-0.5929626716497102
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,O=c1cc[nH]c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,0.2041199826559248,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",3,0.20436370283170618,0.30230568718130263
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,0.0536049848239342,2,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",0,-0.40390833350517585,-0.3897419163128549
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-0.09691001300805639,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",0,-0.41988962291556975,-0.33794528789039835
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,0.4913616938342727,1,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",0,0.3552282107597469,0.40756300919232197
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C(F)(F)F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,-0.3979400086720376,1,1.0,External_Dataset_v2,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,0,-0.23825307138329344,-0.33253815549737953
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-1.0,1,1.0,External_Dataset_v2,"ChEMBL | Quinolone antibacterial agents. Synthesis and structure-activity relationships of 8-substituted quinoline-3-carboxylic acids and 1,8-naphthyridine-3-carboxylic acids. | DOI:10.1021/jm00400a016",0,-0.41629249952938585,-0.5593649127310145
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,-0.09691001300805639,1,1.0,External_Dataset_v2,"ChEMBL | Quinolone antibacterial agents. Synthesis and structure-activity relationships of 8-substituted quinoline-3-carboxylic acids and 1,8-naphthyridine-3-carboxylic acids. | DOI:10.1021/jm00400a016",0,0.34164071875171975,0.16678751313183074
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,-1.3010299956639813,5,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017|ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003|ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z",0,-0.536818810103182,-0.5257527920217974
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-1.0,4,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017|ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003|ChEMBL | Quinolone antibacterial agents. Synthesis and structure-activity relationships of 8-substituted quinoline-3-carboxylic acids and 1,8-naphthyridine-3-carboxylic acids. | DOI:10.1021/jm00400a016|ChEMBL | Synthesis and biological activity of 5-alkyl-1,7,8-trisubstituted-6-fluoroquinoline-3-carboxylic acids. | DOI:10.1021/jm00107a040",0,-0.5440702602399732,-0.5388764662472937
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,-0.3979400086720376,4,1.0,External_Dataset_v2,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017|ChEMBL | 7-substituted 5-amino-1-cyclopropyl-6,8-difluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids: synthesis and biological activity of a new class of quinolone antibacterials. | DOI:10.1021/jm00398a003|ChEMBL | Quinolone antibacterial agents. Synthesis and structure-activity relationships of 8-substituted quinoline-3-carboxylic acids and 1,8-naphthyridine-3-carboxylic acids. | DOI:10.1021/jm00400a016|ChEMBL | Synthesis and biological activity of 5-alkyl-1,7,8-trisubstituted-6-fluoroquinoline-3-carboxylic acids. | DOI:10.1021/jm00107a040",0,0.26842517206791217,0.2937899978314223
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2N)C1.Cl.Cl,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,-0.09691001300805639,1,1.0,External_Dataset_v2,"ChEMBL | Quinolone antibacterial agents. Synthesis and structure-activity relationships of 8-substituted quinoline-3-carboxylic acids and 1,8-naphthyridine-3-carboxylic acids. | DOI:10.1021/jm00400a016",0,-0.23586948991465573,-0.2560778138548845
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2N)C1.Cl.Cl,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,0.4913616938342727,1,1.0,External_Dataset_v2,"ChEMBL | Quinolone antibacterial agents. Synthesis and structure-activity relationships of 8-substituted quinoline-3-carboxylic acids and 1,8-naphthyridine-3-carboxylic acids. | DOI:10.1021/jm00400a016",0,0.49917481954401915,0.4945389501654842
