canonical_smiles,scaffold,context,label_log10,measurement_count,sample_weight,data_origin,references
CCC[C@H](N)C(=O)N[C@H](C)P(=O)(O)O,CCC[C@H](N)C(=O)N[C@H](C)P(=O)(O)O,Escherichia coli,-1.5228787452803376,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and structure-activity relationships of antibacterial phosphonopeptides incorporating (1-aminoethyl)phosphonic acid and (aminomethyl)phosphonic acid. | DOI:10.1021/jm00151a005
CCC[C@H](NC(=O)CNC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C)P(=O)(O)O,CCC[C@H](NC(=O)CNC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C)P(=O)(O)O,Escherichia coli,-1.3979400086720375,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and structure-activity relationships of antibacterial phosphonopeptides incorporating (1-aminoethyl)phosphonic acid and (aminomethyl)phosphonic acid. | DOI:10.1021/jm00151a005
CCC[C@H](NC(=O)[C@H](CC(C)C)NC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C)P(=O)(O)O,CCC[C@H](NC(=O)[C@H](CC(C)C)NC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C)P(=O)(O)O,Escherichia coli,0.3010299956639812,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and structure-activity relationships of antibacterial phosphonopeptides incorporating (1-aminoethyl)phosphonic acid and (aminomethyl)phosphonic acid. | DOI:10.1021/jm00151a005
CCC[C@H](NC(=O)[C@H](CCC)NC(=O)[C@@H](NC)C(C)C)C(=O)N[C@H](C)P(=O)(O)O,CCC[C@H](NC(=O)[C@H](CCC)NC(=O)[C@@H](NC)C(C)C)C(=O)N[C@H](C)P(=O)(O)O,Escherichia coli,1.2041199826559248,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and structure-activity relationships of antibacterial phosphonopeptides incorporating (1-aminoethyl)phosphonic acid and (aminomethyl)phosphonic acid. | DOI:10.1021/jm00151a005
CCC[C@H](NC)C(=O)N[C@@H](CCC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C)P(=O)(O)O,CCC[C@H](NC)C(=O)N[C@@H](CCC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C)P(=O)(O)O,Escherichia coli,-0.3010299956639812,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and structure-activity relationships of antibacterial phosphonopeptides incorporating (1-aminoethyl)phosphonic acid and (aminomethyl)phosphonic acid. | DOI:10.1021/jm00151a005
CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,c1ccc(Cc2cncnc2)cc1,Escherichia coli,1.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,0.47712125471966244,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OC,c1ccc(Cc2cncnc2)cc1,Escherichia coli,1.4771212547196624,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OC,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,1.4771212547196624,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1O,c1ccc(Cc2cncnc2)cc1,Escherichia coli,1.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1O,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,1.4771212547196624,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OC,c1ccc(Cc2cncnc2)cc1,Escherichia coli,1.4771212547196624,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OC,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,1.4771212547196624,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 9. Lipophilic trimethoprim analogues as antigonococcal agents. | DOI:10.1021/jm00396a018"
CCCc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,1.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines as antibacterial agents. 13. Some alkenyl derivatives with high in vitro activity against anaerobic organisms. | DOI:10.1021/jm00128a043"
CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)(C)C2,c1ncc(Cc2ccc3c(c2)CCO3)cn1,Klebsiella pneumoniae,2.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines as antibacterial agents. 13. Some alkenyl derivatives with high in vitro activity against anaerobic organisms. | DOI:10.1021/jm00128a043"
CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)C2,c1ncc(Cc2ccc3c(c2)CCO3)cn1,Klebsiella pneumoniae,2.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines as antibacterial agents. 13. Some alkenyl derivatives with high in vitro activity against anaerobic organisms. | DOI:10.1021/jm00128a043"
CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)C2C,c1ncc(Cc2ccc3c(c2)CCO3)cn1,Klebsiella pneumoniae,2.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines as antibacterial agents. 13. Some alkenyl derivatives with high in vitro activity against anaerobic organisms. | DOI:10.1021/jm00128a043"
CCCc1ccc(C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(Cl)cc(Br)c2O)c1,O=C(Nc1ccccc1Oc1ccccc1)c1ccccc1,Acinetobacter baumannii,1.2041199826559248,1,1.0,External_Dataset_v2,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036
CCCc1ccccc1NC(=S)NC(=O)c1cnn(C)c1,O=C(NC(=S)Nc1ccccc1)c1cn[nH]c1,Acinetobacter baumannii,2.3979400086720375,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and antimicrobial screening of N-(1-methyl-1H-pyrazole-4-carbonyl)-thiourea derivatives | DOI:10.1007/s00044-010-9541-9
CCCn1c(S)nnc1-c1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,O=S(=O)(c1ccccc1)c1ccc(-c2nnc[nH]2)cc1,Acinetobacter baumannii,3.010299956639812,1,1.0,External_Dataset_v2,"ChEMBL | Synthesis, characterization and antibacterial activity of some triazole Mannich bases carrying diphenylsulfone moieties. | DOI:10.1016/j.ejmech.2008.07.003"
CCN(C)Cc1ccc2cc3c(c(O)c2c1)C(=O)C1=C(O)[C@]2(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]2C[C@@H]1C3,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2cc3ccccc3cc21,Acinetobacter baumannii,0.3010299956639812,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and antibacterial activity of pentacyclines: a novel class of tetracycline analogs. | DOI:10.1021/jm1015395
CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2cccc(C(F)(F)F)c2)[C@](O)(CO)[C@]1(C)O,c1ccc(NC2CCCC2)cc1,Acinetobacter baumannii,1.806179973983887,1,1.0,External_Dataset_v2,"ChEMBL | Probing functional diversity in pactamycin toward antibiotic, antitumor, and antiprotozoal activity. | DOI:10.1016/j.bmc.2013.01.037"
CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2cccc(F)c2)[C@](O)(CO)[C@]1(C)O,c1ccc(NC2CCCC2)cc1,Acinetobacter baumannii,1.806179973983887,1,1.0,External_Dataset_v2,"ChEMBL | Probing functional diversity in pactamycin toward antibiotic, antitumor, and antiprotozoal activity. | DOI:10.1016/j.bmc.2013.01.037"
CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2cccc(OC)c2)[C@](O)(CO)[C@]1(C)O,c1ccc(NC2CCCC2)cc1,Acinetobacter baumannii,2.1072099696478683,1,1.0,External_Dataset_v2,"ChEMBL | Probing functional diversity in pactamycin toward antibiotic, antitumor, and antiprotozoal activity. | DOI:10.1016/j.bmc.2013.01.037"
CCN(CC)CCCNC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)[C@H]2O)NC(=O)[C@H](N)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,O=C1Cc2cccc(c2)Oc2cccc(c2)[C@@H]2NC(=O)[C@@H](Cc3ccc(cc3)Oc3cc4cc(c3)[C@@H](NC2=O)C(=O)N[C@H]2C(=O)N[C@@H](Cc3ccc(cc3)O4)C(=O)NCc3ccccc3-c3cccc2c3)N1,Escherichia coli,0.9030899869919435,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological properties of N63-carboxamides of teicoplanin antibiotics. Structure-activity relationships. | DOI:10.1021/jm00131a007
CCN(CC)CCCNC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)[C@H]2O)NC(=O)[C@H](N)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,O=C1Cc2cccc(c2)Oc2cccc(c2)[C@@H]2NC(=O)[C@@H](Cc3ccc(cc3)Oc3cc4cc(c3)[C@@H](NC2=O)C(=O)N[C@H]2C(=O)N[C@@H](Cc3ccc(cc3)O4)C(=O)NCc3ccccc3-c3cccc2c3)N1,Pseudomonas aeruginosa,1.505149978319906,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological properties of N63-carboxamides of teicoplanin antibiotics. Structure-activity relationships. | DOI:10.1021/jm00131a007
CCN(CC)CCCNC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)[C@H]2O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2NC(C)=O)NC(=O)[C@H](N)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,O=C1Cc2cccc(c2)Oc2cccc(c2)[C@@H]2NC(=O)[C@@H](Cc3ccc(cc3)Oc3cc4cc(c3)[C@@H](NC2=O)C(=O)N[C@H]2C(=O)N[C@H](C(=O)NCc3ccccc3-c3cccc2c3)[C@H](O[C@H]2CCCCO2)c2ccc(cc2)O4)N1,Escherichia coli,1.806179973983887,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological properties of N63-carboxamides of teicoplanin antibiotics. Structure-activity relationships. | DOI:10.1021/jm00131a007
CCN(CC)Cc1cn(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)nn1,O=c1ccn(C2CC2)c2cc(-n3ccnn3)ccc12,Acinetobacter baumannii,1.2041199826559248,1,1.0,External_Dataset_v2,"ChEMBL | Design and synthesis of new N-substituted amino methyl-[1,2,3] triazolyl moieties of fluoroquinolones as antibacterial agents | DOI:10.1007/s00044-012-0394-2"
CCN(CC)c1cc(C)c2cc(NC(=O)c3ccc([N+](=O)[O-])o3)ccc2n1,O=C(Nc1ccc2ncccc2c1)c1ccco1,Acinetobacter baumannii,1.0791812460476249,1,1.0,External_Dataset_v2,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)C(C)(O/C=C/C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C/C=C(/C)C(=O)N1)O4,O=C1C=C/C=C/CCCCCCCC/C=C/OC2Oc3ccc4cc(c5scnc5c4c3C2=O)N1,Escherichia coli,1.505149978319906,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some derivatives of rifamycin P. | DOI:10.1021/jm00167a029
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)C(C)(O/C=C/C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C/C=C(/C)C(=O)N1)O4,O=C1C=C/C=C/CCCCCCCC/C=C/OC2Oc3ccc4cc(c5scnc5c4c3C2=O)N1,Klebsiella pneumoniae,1.505149978319906,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some derivatives of rifamycin P. | DOI:10.1021/jm00167a029
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)C(C)(O/C=C/C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C/C=C(/C)C(=O)N1)O4,O=C1C=C/C=C/CCCCCCCC/C=C/OC2Oc3ccc4cc(c5scnc5c4c3C2=O)N1,Pseudomonas aeruginosa,0.9030899869919435,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some derivatives of rifamycin P. | DOI:10.1021/jm00167a029
CCN1CC(CO)Cc2cc(Cc3cnc(N)nc3N)cc(OC)c21,c1ncc(Cc2ccc3c(c2)CCCN3)cn1,Klebsiella pneumoniae,1.4771212547196624,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040"
CCN1CCC(C)c2cc(Cc3cnc(N)nc3N)ccc21,c1ncc(Cc2ccc3c(c2)CCCN3)cn1,Klebsiella pneumoniae,2.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040"
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=C(OC)C(OC)=C(OC)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Acinetobacter baumannii ATCC 17978,2.1072099696478683,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=C(OC)C(OC)=C(OC)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),2.1072099696478683,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Acinetobacter baumannii ATCC 1605 (MDR),1.2041199826559248,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Acinetobacter baumannii ATCC 17978,1.2041199826559248,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCCC=C(C=C1)C=C3CNCC2,Acinetobacter baumannii ATCC 1605 (MDR),1.2041199826559248,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCCC=C(C=C1)C=C3CNCC2,Acinetobacter baumannii ATCC 17978,0.9030899869919435,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)C(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCCC=C(C=C1)C=C3CNCC2,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Acinetobacter baumannii ATCC 1605 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Acinetobacter baumannii ATCC 17978,1.806179973983887,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,C1=CC=C2CSC3=NC2=CC=CC2CCNCCC=C(C=C1)C=C3CNCC2,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=C2Br)CC1,C1=CC2CCNCCC=NC(SCc3ccccc3)=C1CNCC2,Acinetobacter baumannii ATCC 17978,2.1072099696478683,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=C2Br)CC1,C1=CC2CCNCCC=NC(SCc3ccccc3)=C1CNCC2,Acinetobacter baumannii BAA 1605 (MDR),2.1072099696478683,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(C)=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii ATCC 17978,1.2041199826559248,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(C)=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii BAA 1605 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=C(F)C=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=C(F)C=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii BAA 1605 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii BAA 1605 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(OC)=C(F)C=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(OC)=C(F)C=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii BAA 1605 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(OC)=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(OC)=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii BAA 1605 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC=CC=C3C=C32)CC1,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCNCCC(C=C1)CCNC2,Acinetobacter baumannii BAA 1605 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380
CCN1CCC=c2cc3c(SC)nc2=CC=CC(CCNC3)CC1,C1=CC2CCNCCC=c3cc(cnc3=C1)CNCC2,Pseudomonas aeruginosa PΔ6 (efflux knockout),2.1072099696478683,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480
CCN1CCC=c2cc3c4nc2=CC=CC(=CC=CC=CC(CCNC3)CC1)CS4,C1=CC=C2C=CC=c3nc(c4cc3=CCCNCCC(C=C1)CCNC4)SC2,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480
