evidence_id,compound_id,evidence_type,raw_value,unit,tool_id,tool_family,protocol_id,run_id,job_id,artifact_hash,timestamp,provenance
ev_3c85400d0b737790a8776fda,ATP-SMI-5B36D3E11A3B,docking_score,-8.18448236860633,Glide_score,glide,glide,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.555565+00:00,"{""evidence_role"": ""historical_computational_evidence"", ""historical_alias"": ""Hit13"", ""origin"": ""historical_result"", ""tool_family"": ""glide"", ""tool_id"": ""glide""}"
ev_ff769ec7020fe99fc728e200,ATP-SMI-5B36D3E11A3B,mmgbsa_score,-44.13,kcal/mol,prime_mmgbsa_historical,prime_mmgbsa,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556239+00:00,"{""evidence_role"": ""historical_static_computational_evidence"", ""origin"": ""historical_result"", ""tool_family"": ""prime_mmgbsa"", ""tool_id"": ""prime_mmgbsa_historical""}"
ev_11ae2fc4d73986abb49569d9,ATP-SMI-CFA68A98711F,mmgbsa_score,-37.5,kcal/mol,prime_mmgbsa_historical,prime_mmgbsa,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""historical_static_computational_evidence"", ""origin"": ""historical_result"", ""tool_family"": ""prime_mmgbsa"", ""tool_id"": ""prime_mmgbsa_historical""}"
ev_1a3682114a81d92a6d7d7b58,ATP-SMI-CFA68A98711F,docking_score,-10.0131045249552,Glide_score,glide,glide,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""historical_computational_evidence"", ""historical_alias"": ""Hit15"", ""origin"": ""historical_result"", ""tool_family"": ""glide"", ""tool_id"": ""glide""}"
ev_30d34f7d7b7b0a6492189e05,ATP-SMI-775D33706F04,docking_score,-8.47125394301545,Glide_score,glide,glide,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""historical_computational_evidence"", ""historical_alias"": ""Hit14"", ""origin"": ""historical_result"", ""tool_family"": ""glide"", ""tool_id"": ""glide""}"
ev_7ae13d8e04452889552028b9,ATP-SMI-775D33706F04,mmgbsa_score,-43.0,kcal/mol,prime_mmgbsa_historical,prime_mmgbsa,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""historical_static_computational_evidence"", ""origin"": ""historical_result"", ""tool_family"": ""prime_mmgbsa"", ""tool_id"": ""prime_mmgbsa_historical""}"
ev_b3402f49ddc3f294f2025a93,ATP-SMI-91E7552C2382,docking_score,-8.50768563789492,Glide_score,glide,glide,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""historical_computational_evidence"", ""historical_alias"": ""Hit16"", ""origin"": ""historical_result"", ""tool_family"": ""glide"", ""tool_id"": ""glide""}"
ev_c6e04f40f4b4c1f581467527,ATP-SMI-5B36D3E11A3B,model_v3_rank,13,rank,frozen_model_v3,frozen_model,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""frozen_model_output"", ""origin"": ""historical_result"", ""tool_family"": ""frozen_model"", ""tool_id"": ""frozen_model_v3""}"
ev_e1d3b5b3913d12a623231678,ATP-SMI-775D33706F04,model_v3_rank,14,rank,frozen_model_v3,frozen_model,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""frozen_model_output"", ""origin"": ""historical_result"", ""tool_family"": ""frozen_model"", ""tool_id"": ""frozen_model_v3""}"
ev_eae5257bf2a5e1c4763c7bc0,ATP-SMI-CFA68A98711F,model_v3_rank,15,rank,frozen_model_v3,frozen_model,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.556416+00:00,"{""evidence_role"": ""frozen_model_output"", ""origin"": ""historical_result"", ""tool_family"": ""frozen_model"", ""tool_id"": ""frozen_model_v3""}"
ev_3fa663ebf7c25793ae17b5d5,ATP-SMI-91E7552C2382,mmgbsa_score,-34.76,kcal/mol,prime_mmgbsa_historical,prime_mmgbsa,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.557275+00:00,"{""evidence_role"": ""historical_static_computational_evidence"", ""origin"": ""historical_result"", ""tool_family"": ""prime_mmgbsa"", ""tool_id"": ""prime_mmgbsa_historical""}"
ev_44d4dc1e5932e667f45ca672,ATP-SMI-91E7552C2382,model_v3_rank,16,rank,frozen_model_v3,frozen_model,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.557275+00:00,"{""evidence_role"": ""frozen_model_output"", ""origin"": ""historical_result"", ""tool_family"": ""frozen_model"", ""tool_id"": ""frozen_model_v3""}"
ev_6ae2e0a40894eee699668178,ATP-SMI-4417138BF81D,docking_score,-8.58843526811927,Glide_score,glide,glide,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.557275+00:00,"{""evidence_role"": ""historical_computational_evidence"", ""historical_alias"": ""Hit17"", ""origin"": ""historical_result"", ""tool_family"": ""glide"", ""tool_id"": ""glide""}"
ev_028a2e0b6fee80ebf17fb2c2,ATP-SMI-4417138BF81D,model_v3_rank,17,rank,frozen_model_v3,frozen_model,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.558116+00:00,"{""evidence_role"": ""frozen_model_output"", ""origin"": ""historical_result"", ""tool_family"": ""frozen_model"", ""tool_id"": ""frozen_model_v3""}"
ev_dc48dedec5e8d790311a4646,ATP-SMI-4417138BF81D,mmgbsa_score,-33.54,kcal/mol,prime_mmgbsa_historical,prime_mmgbsa,historical_glide_vsw_v1,batch_c501674f5da5458b,job_daef5b255d0d5f040cbd,016b291674b595da644ae7eb43780637d0aba60e931b59a1d60c6b569351c53e,2026-08-26T20:05:02.558116+00:00,"{""evidence_role"": ""historical_static_computational_evidence"", ""origin"": ""historical_result"", ""tool_family"": ""prime_mmgbsa"", ""tool_id"": ""prime_mmgbsa_historical""}"
ev_5ab03984be971a966a38fd09,ATP-SMI-15737353FB69,structure_qc,"{""canonical_smiles"": ""O[C@H]1CC[N@@H+](Cc2ccccc2C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)C1"", ""morgan1024"": ""0000000000000000000000000000000000001000001000000000000000000000100000000000000010000000000000000000000000000000000000100000000000000000100000000000000000001001000000000000000100000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010100000000100000000000000000000010000000000000000100001000000000010000000001000000000000000000000000010000000000000000001000000000000000000010000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000010000000000000000000000000000000000000000000000000000000000000000000010000101000000000000000000000000000000000000001000000000000000000001000100000100001000001000000100000000000000000000001000000000000000000000000000001000010000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000010000010010000000000000000000000010000000000000000000000000000000000000000000000000000001000010000"", ""scaffold"": ""c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_b8796f3da65ab0a5c26c,452251aeb42806b1e5657774bcbde0743fc0149e29664877c9d5ed023f28993f,2026-08-26T20:05:03.449331+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_b8796f3da65ab0a5c26c"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_6a0334fe8706db44be9964c6,ATP-SMI-4417138BF81D,structure_qc,"{""canonical_smiles"": ""[NH3+]C[C@@H](Nc1nc2ccccc2cc1C(=O)Nc1ccccc1)c1cccc(Cl)c1"", ""morgan1024"": ""0100000000000001010000000000000000000000000000000000010000000001100000001100000010000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000100000000000000010000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000010000000000000000000001000000000010000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000010001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000001000000000000100001000000100000000001000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000001000000000000001101000000000000000000000000010000000000000000010001000010000000000000000000000001000000000000000000000000001000000000000100000000000000000000000010000000000000000000100000000001"", ""scaffold"": ""O=C(Nc1ccccc1)c1cc2ccccc2nc1NCc1ccccc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_969fb15a0b1b5c178040,4c69b065b10f1f3bd3d2f5341098cedef12203282a57f6c649469fc29ac2b8aa,2026-08-26T20:05:04.072684+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_969fb15a0b1b5c178040"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_6d1125bb135456736097f8d5,ATP-SMI-5B36D3E11A3B,structure_qc,"{""canonical_smiles"": ""C[NH+](C)Cc1ccc(CNc2csc(C(=O)N[C@H](C[NH3+])c3ccccc3)c2)cc1"", ""morgan1024"": ""0100000000000000010000000000000001000000000000000100000000000000100000000000000010000001000000000000000000000000000001000000000010000000000000000001000000000100100000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000001010000000000000000010000000000001000000000000000000000100100000000000000000000000000010000000000000010000000000000000000000000000000010010000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000001000000000000000000000000000001000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000100000001000000000000000000000000000000000000000100000010001000100000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000010000000000000000000000000000000010000000000000000000000010000000000010000000000000010000000000010000"", ""scaffold"": ""O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_16709a337c3eb37c6db0,0d7c36d5c1275bfd78014f6143039cf2d5e100f68277285b29648134664f8cf9,2026-08-26T20:05:04.678367+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_16709a337c3eb37c6db0"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_5557027742872948d60cf28d,ATP-SMI-5D3E7B6B6796,structure_qc,"{""canonical_smiles"": ""O=[N+]([O-])c1ccc(C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)c(O)c1"", ""morgan1024"": ""0001000000000000000000000000000000000000001000000000000000000001100010000000000010000000101000000000000000010000000000000000000000000000000000000000000000001000000000000001000100000000000000000000000000100100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000010000001000000000000000000000000010000000001000000000000000000000000000010000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010010100000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000010001000000000000000101000000001000100000000000000100000001000000000000000000000000000000010000100000000000000001000000000000000000000001000010100000100001000000000000000000000000010000000000000000000000000000000000000000100000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000100000"", ""scaffold"": ""c1ccc(C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_767a6d74b11883498301,3496fbbf2b946417542c5a34c66718fc760f11a975f9acbde096d6499848fe8d,2026-08-26T20:05:05.289080+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_767a6d74b11883498301"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_2d7867da289e35d0f5813c2f,ATP-SMI-775D33706F04,structure_qc,"{""canonical_smiles"": ""C[NH+](C)Cc1cccc(CNc2ccsc2C(=O)N[C@H](C[NH3+])c2ccccc2)c1"", ""morgan1024"": ""0100000000000011010000000000000001000000001000000100000000000000100000000000000010000000000000000000000000000010000001000100000010000000000000000000100000000000100000000000000100000000000000000000000010000000010000000000000000000000000000000000000000000001010000000000000000010000000000001000000000000000000000000100000000000000000000000000010000000000000010000000000000000000000000000000010010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000010000000000000000000001000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000001000000000000000000000000000000000000000100000000001000100000000000000000000000010000000000000000000000000100000000000000000000000001000000000000000000000000000000000000001001000000000000000000000000010000010000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000010000000000000010000000000010000"", ""scaffold"": ""O=C(NCc1ccccc1)c1sccc1NCc1ccccc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_691e481c9305a0fceaa0,b9672cd5f68ec8261e61b67c6cfd12d87daf2363292b94d1cbec048e4763ffd6,2026-08-26T20:05:05.894051+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_691e481c9305a0fceaa0"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_a11f11e07565871bc628a4e6,ATP-SMI-91E7552C2382,structure_qc,"{""canonical_smiles"": ""COc1cc(C[NH2+]Cc2cccc(C[NH+](C)C)c2)cc(O)c1OCc1ccccc1"", ""morgan1024"": ""0001000000000001000000000000000001000000001000000000000000000000100000000000000010000000001000000000000000011000000000000000000000000000000000000000000000001000100000000000000100000000000000000100000010000100010000000000000000000000000000000000000001000000010000000000000000010000000000001000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000010000000001000000000000000000000000000010000000000000001000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000001000100000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000001000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000010000000000110000"", ""scaffold"": ""c1ccc(C[NH2+]Cc2ccc(OCc3ccccc3)cc2)cc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_9264866caa33b9601bf5,af650285f7ff8fb3fb3d299cdd0db8f8bc367485cf1233cc7e78f3cfe93aebc4,2026-08-26T20:05:06.509726+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_9264866caa33b9601bf5"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_1b14319f2e061310a828c2ac,ATP-SMI-94F73967C042,structure_qc,"{""canonical_smiles"": ""C[NH+](C)Cc1ccc(CNc2cc(C(=O)N(CC[NH3+])c3ccccc3)sc2Cl)cc1"", ""morgan1024"": ""0000000000000000010000000000000001000000000000000000000000000000100000001000000010000000000000000000000000000010000000000000000010000000000000000000000000000000101000000000000100000000000000000000010010000000000000000000000000000000000000000000100000000001010000000100000000010000000000001001000000000000000010100000000000000000000000000000000000000000000010000000000000000000000000000000010010000100000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000010000000000000001000000000000010000000000000000000000000000000000001000100000000001000000000100000000000000000000001000000001000000000001000000000001000000000000000000000000000000000000000001000000000000000000000000010000010000001000010000000000000000000000000000000001000000000000000000000000000000000000000000010000000010000000000000000000000000010000000000010000"", ""scaffold"": ""O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_424d3b6278cc9cfea468,0f1287ce1d59a30be8061198d2a8bfdd18ad2abe85ca144af229375c78b6b14c,2026-08-26T20:05:07.111338+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_424d3b6278cc9cfea468"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_44901d30a7a409cba4505fb4,ATP-SMI-BF69AB71C1A4,structure_qc,"{""canonical_smiles"": ""C[NH+](C)Cc1cccc(CNc2cc(C(=O)N[C@@H](C[NH3+])c3ccccc3)sc2Cl)c1"", ""morgan1024"": ""0100000000000001010000000000000001000000001000000000000000000000100000000000000010000000000000000000000000000010000001000010000010000000000000001001000000000000101000000000000100000000000000000000000010000000010000000000000000000000000000000000000000000001010000000100000000010000000000001000000000000000000110000001000000000000000000000000010000000000000010000000000000000000000000000000010010000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000110000000000000001000000000000010000000000000000000000000100000000001000100000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000010000000010000000000000000001000000010000000000010000"", ""scaffold"": ""O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_ccf10a82b816a940eb96,cde930d9801e74c0fcf643f26c64df8cbb1b9f60f44060cf3f900f4977fa1871,2026-08-26T20:05:07.757565+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_ccf10a82b816a940eb96"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_9e27dbde544b9fc75f0d6de0,ATP-SMI-C3308BEE03AC,structure_qc,"{""canonical_smiles"": ""C[NH+](C)Cc1ccc(CNc2cc(C(=O)N[C@H](C[NH3+])c3ccccc3)sc2Cl)cc1"", ""morgan1024"": ""0100000000000000010000000000000001000000000000000100000000000000100000000000000010000000000000000000000000000010000001000000000010000000000000000001000000000000101000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000001010000000100000000010000000000001000000000000000000010100101000000000000000000000000010000000000000010000000000000000000000000000000010010000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000001000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000010000000100000001000000000000010000000000000000000000000100000000001000100000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000010000000000000010000000000010000"", ""scaffold"": ""O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_747a98bff30a64f8b71e,1a1739e86010ec48c8a44ac6ab29c68538b2df45906d1ea7a7564d346fb33e0a,2026-08-26T20:05:08.361214+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_747a98bff30a64f8b71e"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_078705d8f8b76d258aabf35e,ATP-SMI-CDED936B42F4,structure_qc,"{""canonical_smiles"": ""Oc1cccc([C@H](O)C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)c1"", ""morgan1024"": ""0111000000000001000000000000000000000000001000000000000000000001110000000000000010000000101000000000000000010000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000100100000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000010000001000000000000000001000000010000000000000000000001000000000000000010000001000000001000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000010000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000100000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000001000010000000100001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000100000"", ""scaffold"": ""c1ccc(CC[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_b119eaa41287b8acebc4,ee275a4d4891c87fdce3cb85a80eabbe667aeafce8f2e3726762e65a6060d9b5,2026-08-26T20:05:08.982124+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_b119eaa41287b8acebc4"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_a548703b92c91edcfbcec943,ATP-SMI-CFA68A98711F,structure_qc,"{""canonical_smiles"": ""Oc1ccc(C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1O"", ""morgan1024"": ""0001000000000000000000000000000000000000001000000000000000000001100000000000000010000000101000000000000000010000000000000000000000000000000000000000000000001000000000000000000100000000000000000100000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000001000000000000000000000010000001000000000000000000000000010000000001000000000000000000000000000010000000000000001000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000100000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000100000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000001000010000000100001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000"", ""scaffold"": ""c1ccc(C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_a7d9b5d9b7de25a11b67,527445a260cc328c50c4363a4f4a9630d1131797e9def5683baf3da973371f10,2026-08-26T20:05:09.591817+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_a7d9b5d9b7de25a11b67"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_fcb500ac895b7c778a21870e,ATP-SMI-E9798004BA11,structure_qc,"{""canonical_smiles"": ""COc1cc(C[NH2+]Cc2ccccc2NCC[NH+](C)C)cc(O)c1OCc1ccccc1"", ""morgan1024"": ""0001000000000000000000000000000001000000001000000000000000000000100000000000000010000000001000000000000000011000000000000000000010000000000000000000000000001000100000000000000100000000000000000100000010000100000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000010000000001000000000000000000000010010000001000000000000000000000000000010000000000000001000000000000001000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000001000010010100000000000000000000000100000000000000000000000000000000000000000000000000000000000100001000000000000000000100010000000000000000000000000000001000100000000000000100100000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000100000001000000000000000000100000010000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100010000000000100000"", ""scaffold"": ""c1ccc(C[NH2+]Cc2ccc(OCc3ccccc3)cc2)cc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_ac6917589a89f8502c06,b49132dffb2ad5cd7ee1b50ae40159636d877f3d3e07ad10c65d2544c9e0bd98,2026-08-26T20:05:10.203567+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_ac6917589a89f8502c06"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
ev_68c7aaae36ab117a28fc0b59,ATP-SMI-FCA9CDF3313B,structure_qc,"{""canonical_smiles"": ""Cc1ccc([C@H](CNc2nc(N(CC[NH3+])c3cccc(Cl)c3)nc3ccccc23)[NH+](C)C)cc1"", ""morgan1024"": ""0100000000000001010000000000000001000000000000000000000000000000101000001100000010000000000010000000000001000000000000000000000010000001000000000000000000000000000001000000000100000000000000000000000000000000000000001000000000000000000100000000000000000000010000000000000000100000000001001100000000000000000000000001000000000000000001000000010000000000000010000001000000000000001000000000010010000100000000000000000000000000000000000000000000000000000000001000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000011000000000001000000000000001000000000000000100000000000001000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000010000000001000000000000000001000000000100000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000101000000000000000001000000100000000000000000010000010000000000000010000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100010000000000000010000000000000000"", ""scaffold"": ""c1ccc(CCNc2nc(Nc3ccccc3)nc3ccccc23)cc1"", ""structure_status"": ""valid""}",structure_bundle,rdkit,unknown,vina_7p3w_v1,batch_c501674f5da5458b,job_20d4db2e7a02090099f3,d4091824c5a9a37bc37bd22b71f40918f756e122e18eda2fb9f564155097d93c,2026-08-26T20:05:10.803983+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_20d4db2e7a02090099f3"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_c501674f5da5458b"", ""tool_id"": ""rdkit""}"
