record_id,source_row,anchor_compound,anchor_source,pubchem_cid,compound_name,SMILES,tanimoto_to_anchor,pubchem_bioassay_count,atp_synthase_activity,antibacterial_activity,link,notes,status,canonical_smiles,comparator,parsed_activity_bound,endpoint_stratum,issues,training_allowed,internal_evidence_allowed,source_hash
knowledge_29934cc86933c9261328b270,31,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,137247859,"3-[[6-(2-fluoro-3-methylbutyl)sulfanyl-1,5-dimethyl-2H-pyridin-3-yl]methyliminomethyl]-N,2-dimethyl-1,4-dihydropyridin-4-amine",CC1=C(N(CC(=C1)CN=CC2=C(NC=CC2NC)C)C)SCC(C(C)C)F,0.057,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/137247859,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CNC1C=CNC(C)=C1C=NCC1=CC(C)=C(SCC(F)C(C)C)N(C)C1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_847aa14f8ba9d4031afff421,32,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,138711346,"5-[(E)-3-[[(2E,4Z)-1,6-difluorohepta-2,4,6-trien-3-yl]amino]prop-1-enyl]-N-methyl-1,1-dioxo-N-[(2E)-penta-2,4-dien-2-yl]-3,6-dihydro-2H-thiopyran-4-amine",C/C(=C\C=C)/N(C)C1=C(CS(=O)(=O)CC1)/C=C/CN/C(=C/CF)/C=C\C(=C)F,0.057,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/138711346,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=C/C=C(\C)N(C)C1=C(/C=C/CNC(/C=C\C(=C)F)=C/CF)CS(=O)(=O)CC1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_d409699e99675c6f53c2a47c,33,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123212152,"1-(4-Butylidene-5-methyl-1,3-thiazol-2-yl)-2-methylpent-2-en-1-amine",CCCC=C1C(SC(=N1)C(C(=CCC)C)N)C,0.057,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123212152,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CCC=C(C)C(N)C1=NC(=CCCC)C(C)S1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_b73c8eedc316c44d9aa99a5f,34,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,70316681,"Methyl 4-amino-2-ethenyl-6-methyl-1,2,3,6-tetrahydropyridine-5-carboximidothioate",CC1C(=C(CC(N1)C=C)N)C(=N)SC,0.048,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/70316681,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=CC1CC(N)=C(C(=N)SC)C(C)N1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_8ee379e0f88b66b843190a6e,35,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89207413,"2-[(1Z)-3-(2,4-dimethyl-2,3-dihydro-1,3-thiazol-5-yl)buta-1,3-dienyl]guanidine",CC1NC(=C(S1)C(=C)/C=C\N=C(N)N)C,0.048,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89207413,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=C(/C=C\N=C(N)N)C1=C(C)NC(C)S1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_d2bec26d751ce6c2621ac1cc,36,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,176538841,"7-ethenyl-5-[4-[2-ethyl-4-[(1E)-2-fluorobuta-1,3-dienyl]-1,2-dihydropyridin-6-yl]penta-1,2,4-trienyl]-2-[(5E,7Z,10Z)-7-[(E)-2-fluoroethenyl]-3,5,8-trimethyldodeca-2,5,7,10-tetraenyl]-4-methyl-3-propyl-7H-1,4-thiazepine",CCCC1=C(SC(C=C(N1C)C=C=CC(=C)C2=CC(=CC(N2)CC)/C=C(\C=C)/F)C=C)CC=C(C)C/C(=C/C(=C(\C)/C/C=C\C)/C=C/F)/C,0.043,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/176538841,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=C/C(F)=C\C1=CC(CC)NC(C(=C)C=C=CC2=CC(C=C)SC(CC=C(C)C/C(C)=C/C(/C=C/F)=C(\C)C/C=C\C)=C(CCC)N2C)=C1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_8f1eaf68e88e162e9bb292a7,37,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,129067284,"(3Z)-4-[3-[tert-butyl(methyl)amino]propylsulfanyl]-3-(methylideneamino)-N-[2-[[(2Z)-2-methyl-4-methylidenehexa-2,5-dienylidene]amino]ethyl]buta-1,3-dien-2-amine",C/C(=C/C(=C)C=C)/C=NCCNC(=C)/C(=C/SCCCN(C)C(C)(C)C)/N=C,0.038,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/129067284,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=CC(=C)/C=C(/C)C=NCCNC(=C)/C(=C/SCCCN(C)C(C)(C)C)N=C,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_5cdef902e30701bc4d349469,38,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123375924,[2-(methylamino)-3-methylidenepent-4-enyl] N-prop-1-en-2-ylmethanimidothioate,CC(=C)N=CSCC(C(=C)C=C)NC,0.037,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123375924,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=CC(=C)C(CSC=NC(=C)C)NC,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_0951be152d5046c4da800a0d,39,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123489602,"methyl N-(ethylaminomethyl)-2-[ethyl(octa-3,5-dien-3-yl)amino]ethanimidothioate",CCC=CC=C(CC)N(CC)CC(=NCNCC)SC,0.033,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123489602,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CCC=CC=C(CC)N(CC)CC(=NCNCC)SC,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_fab2cfab01cfc4d9fdaffcb5,40,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123544689,"N-hexa-2,4-dien-3-yl-2,9-dimethyl-8-propan-2-ylsulfanyl-N-propyldeca-1,3,5,8-tetraen-4-amine",CCCN(C(=CC)C=CC)C(=CC(=C)C)C=CCC(=C(C)C)SC(C)C,0.032,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123544689,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=C(C)C=C(C=CCC(SC(C)C)=C(C)C)N(CCC)C(C=CC)=CC,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_a5bb526aa3636154d0a725a2,41,IN-2 (内部参考配体),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123224812,3-Methanimidoylpent-2-enyl-[3-methyl-1-[2-(prop-1-enylamino)ethylsulfanyl]butylidene]-(2-methylpropyl)azanium,CCC(=CC[N+](=C(CC(C)C)SCCNC=CC)CC(C)C)C=N,0.031,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123224812,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CC=CNCCSC(CC(C)C)=[N+](CC=C(C=N)CC)CC(C)C,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_1343e817c519526a21f646b7,42,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,358326,"5,19-Dithia-2,8,16,22-tetrazatricyclo[21.5.0.09,15]octacosa-1,8,10,12,14,23,25,27-octaene",C1CSCCNC2=CC=CC=CC2=NCCSCCN=C3C=CC=CC=C3N1,0.192,55,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/358326,NSC618290/CHEMBL2006515; PubChem 55个assay全为Inactive(NCI60等) — 可作阴性参照,unverified_retrieval_pool,C1=CC=C2NCCSCCNC3=CC=CC=CC3=NCCSCCN=C2C=C1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_8c32bb669f4812dfd18c0cad,43,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,148397599,"US10660877, Example 56",CC1=CC(=C2C(=C3C=C(C=CC3=N2)C4CCNCC4)C(C)C)C=C(N1O)C,0.158,3,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/148397599,"US10660877专利Example 56; 3个专利reporter inhibition assay Active(0.0046-0.804 μM), 非ATP合酶靶点",unverified_retrieval_pool,CC1=CC(=C2N=c3ccc(C4CCNCC4)cc3=C2C(C)C)C=C(C)N1O,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_f775acf2ac953e7456d3f508,44,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,137289138,"(3Z)-3-ethylidene-5-[2-[2-[(4-fluoropiperidin-1-yl)methyl]-2,3-dihydrothiophen-5-yl]ethynyl]-N-prop-2-enyl-1H-pyrrol-2-imine",C/C=C\1/C=C(NC1=NCC=C)C#CC2=CCC(S2)CN3CCC(CC3)F,0.144,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/137289138,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=CCN=C1NC(C#CC2=CCC(CN3CCC(F)CC3)S2)=C/C1=C/C,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_5fe999d50f8a038bb4f8a49e,45,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,142189186,"2-(3-Methyl-6-propyl-2,3-dihydropyridin-4-yl)-4,5-dihydro-1,3-thiazole;2-methyl-7-(trifluoromethyl)cyclohepta-1,3-diene;prop-1-ene",CCCC1=NCC(C(=C1)C2=NCCS2)C.CC=C.CC1=CC(CCC=C1)C(F)(F)F,0.14,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/142189186,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=CC.CC1=CC(C(F)(F)F)CCC=C1.CCCC1=NCC(C)C(C2=NCCS2)=C1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_771e60967af93cf97d4c0b3e,46,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,130371239,"[5-[1-[4-[2-(2-Ethyl-5-fluorocyclohepta-1,3-dien-1-yl)-4-methylpentyl]piperidin-1-yl]ethenyl]cyclohepta-1,4,6-trien-1-yl]-dimethyl-(2-methylpropyl)-lambda4-sulfane",CCC1=C(CCC(C=C1)F)C(CC2CCN(CC2)C(=C)C3=CCC=C(C=C3)S(C)(C)CC(C)C)CC(C)C,0.136,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/130371239,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=C(C1=CCC=C(S(C)(C)CC(C)C)C=C1)N1CCC(CC(CC(C)C)C2=C(CC)C=CC(F)CC2)CC1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_5b3a6b93f709d3a18f29dabb,47,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,134390188,"1-[3-[fluoro-(4-methylcyclohexa-1,5-dien-1-yl)methyl]-2H-pyrrol-5-yl]-N-(thiolan-3-ylmethyl)ethenamine",CC1CC=C(C=C1)C(C2=CC(=NC2)C(=C)NCC3CCSC3)F,0.136,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/134390188,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=C(NCC1CCSC1)C1=NCC(C(F)C2=CCC(C)C=C2)=C1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_bec3837cbe8270c50b2e6a7e,48,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,70248787,"2-Cyclopropyl-4-methyl-5-[5-(trifluoromethyl)cyclohexa-2,4-dien-1-yl]-2,3-dihydro-1,3-thiazole",CC1=C(SC(N1)C2CC2)C3CC(=CC=C3)C(F)(F)F,0.135,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/70248787,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CC1=C(C2C=CC=C(C(F)(F)F)C2)SC(C2CC2)N1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_a7edabd0ba347b75e7298eb4,49,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89609128,"5-(2,3-Dihydropyridin-4-yl)-6-(4-fluorocyclohexa-2,4-dien-1-yl)-2,3,7,7a-tetrahydropyrrolo[2,1-b][1,3]thiazole",C1CN=CC=C1C2=C(CC3N2CCS3)C4CC=C(C=C4)F,0.134,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89609128,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,FC1=CCC(C2=C(C3=CC=NCC3)N3CCSC3C2)C=C1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_658a50136fffa7729bd14d8f,50,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89085515,"N-[(5Z,6E)-6-(aminomethylidene)-3-(6-ethyl-5-fluoro-2,3-dihydropyridin-3-yl)-5-prop-2-enylidenecyclohexa-1,3-dien-1-yl]piperidin-4-amine",CCC1=NCC(C=C1F)C2=C/C(=C/C=C)/C(=C\N)/C(=C2)NC3CCNCC3,0.132,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89085515,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C=C/C=c1/cc(C2C=C(F)C(CC)=NC2)cc(NC2CCNCC2)/c1=C/N,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_d17cd3708d1ab56fa31e06f3,51,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123468808,"4-[(5Z)-5-(1-cyclopropylethylidene)-4-methanimidoyl-6-(1-methylpiperidin-4-yl)sulfanyl-2H-pyrimidin-2-yl]-N-(2,6-difluorocyclohexa-1,5-dien-1-yl)-3,4-dihydropyridin-2-amine",C/C(=C/1\C(=NC(N=C1SC2CCN(CC2)C)C3CC(=NC=C3)NC4=C(CCC=C4F)F)C=N)/C5CC5,0.127,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123468808,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,C/C(=C1\C(C=N)=NC(C2C=CN=C(NC3=C(F)CCC=C3F)C2)N=C1SC1CCN(C)CC1)C1CC1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_6524c462ec2fb15668cc20b2,52,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,129140525,"(Z)-4,4,4-trifluoro-1-N-methyl-1-[4-(2-methyl-2,3-dihydrothiophen-3-yl)-1,2-dihydropyridin-6-yl]but-1-ene-1,3-diamine",CC1C(C=CS1)C2=CCNC(=C2)/C(=C/C(C(F)(F)F)N)/NC,0.12,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/129140525,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CN/C(=C\C(N)C(F)(F)F)C1=CC(C2C=CSC2C)=CCN1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_f9c7fe0ba7d3594fc0b7f7d7,53,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,71137877,"(4R)-1-[(5-fluorocyclohexa-2,4-dien-1-yl)methylsulfanyl]-3-methyl-3,4,5,6,7,8-hexahydroisoquinolin-4-amine",CC1[C@@H](C2=C(CCCC2)C(=N1)SCC3CC(=CC=C3)F)N,0.113,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/71137877,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CC1N=C(SCC2C=CC=C(F)C2)C2=C(CCCC2)[C@H]1N,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_0a7fd5ae1500d8cd41a0d14a,54,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,71290016,"N-ethyl-2,6-difluoro-4-(5-fluoro-4,5-dihydro-1,3-thiazol-4-yl)cyclohexa-1,5-dien-1-amine",CCNC1=C(CC(C=C1F)C2C(SC=N2)F)F,0.11,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/71290016,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CCNC1=C(F)CC(C2N=CSC2F)C=C1F,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_99096e4e650df1fefda590db,55,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,91040881,"N-(1-cyclopenta-1,4-dien-1-ylethyl)-5-methyl-2-[(7-methyl-4,5-dihydro-3H-thiepin-2-ylidene)amino]-4-[2-[5-(trifluoromethyl)cyclohexa-1,5-dien-1-yl]ethenyl]-1,2,5,6,7,8-hexahydro-1,3-diazocin-8-amine",CC1CCC(NC(N=C1C=CC2=CCCC(=C2)C(F)(F)F)N=C3CCCC=C(S3)C)NC(C)C4=CCC=C4,0.106,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/91040881,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CC1=CCCCC(=NC2N=C(C=CC3=CCCC(C(F)(F)F)=C3)C(C)CCC(NC(C)C3=CCC=C3)N2)S1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
knowledge_f8b99b0e61fb2f6d6a0e7287,56,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,132194711,"4-(1-amino-2-methylsulfanylethyl)-N-cyclopropyl-3-fluorocyclopenta-1,3-dien-1-amine",CSCC(C1=C(C=C(C1)NC2CC2)F)N,0.102,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/132194711,仅相似性检索命中；生物活性未核实,unverified_retrieval_pool,CSCC(N)C1=C(F)C=C(NC2CC2)C1,unknown,,"{""activity_type"": ""unknown"", ""assay_method"": ""unknown"", ""organism"": ""unknown"", ""strain"": ""unknown"", ""target"": ""unknown"", ""unit"": ""unknown""}","[""similarity_or_NCI60_results_are_not_ATP_or_antibacterial_activity_labels""]",False,False,52bca2db903714f189244ded3af4238cca80f1bffde0d4029b0a16a428aa51ba
